sensor_id,timestamp,location,temperature,humidity
b8:27:eb:bf:9d:51,2020-07-12 00:30:57.415570021,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:30:58.965156317,IoT-Lab,27.0,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:31:01.103130817,IoT-Lab,22.6,51.2
00:0f:00:70:91:0a,2020-07-12 00:31:02.199829102,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:31:04.790686607,IoT-Lab,22.6,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:31:05.461687088,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:31:08.476791382,IoT-Lab,22.6,51.2
00:0f:00:70:91:0a,2020-07-12 00:31:11.397626400,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:31:12.162866116,IoT-Lab,22.6,51.2
b8:27:eb:bf:9d:51,2020-07-12 00:31:15.780827999,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:31:19.477936506,IoT-Lab,22.6,51.2
00:0f:00:70:91:0a,2020-07-12 00:31:19.507647513,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:31:20.218752623,IoT-Lab,26.899999618530273,78.0
b8:27:eb:bf:9d:51,2020-07-12 00:31:23.165942430,IoT-Lab,22.6,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:31:24.567558050,IoT-Lab,27.0,78.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:31:26.851878166,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:31:27.613071918,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:31:28.911115170,IoT-Lab,27.0,78.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:31:30.511387825,IoT-Lab,22.6,51.2
b8:27:eb:bf:9d:51,2020-07-12 00:31:34.208859444,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:31:35.203215837,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:31:35.923341990,IoT-Lab,26.899999618530273,78.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:31:37.893477678,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:31:39.551580906,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:31:40.799732924,IoT-Lab,26.899999618530273,78.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:31:41.581359625,IoT-Lab,22.6,51.2
b8:27:eb:bf:9d:51,2020-07-12 00:31:45.268652916,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:31:46.049584866,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:31:46.766273022,IoT-Lab,26.899999618530273,78.5
b8:27:eb:bf:9d:51,2020-07-12 00:31:48.955046177,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:31:50.950697184,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:31:52.641113997,IoT-Lab,22.6,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:31:55.386603832,IoT-Lab,27.0,78.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:31:56.338628292,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:31:56.379199505,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:32:00.026154518,IoT-Lab,22.6,51.2
00:0f:00:70:91:0a,2020-07-12 00:32:02.897880316,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:32:02.979861498,IoT-Lab,27.0,78.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:32:03.713815212,IoT-Lab,22.6,51.2
b8:27:eb:bf:9d:51,2020-07-12 00:32:07.399566889,IoT-Lab,22.6,51.2
00:0f:00:70:91:0a,2020-07-12 00:32:10.506781100,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:32:11.085334301,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:32:12.667950869,IoT-Lab,26.899999618530273,78.0
b8:27:eb:bf:9d:51,2020-07-12 00:32:14.771035671,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:32:17.009581089,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:32:18.456881762,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:32:20.750237942,IoT-Lab,26.899999618530273,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:32:21.362863064,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:32:22.053628445,IoT-Lab,22.6,51.2
00:0f:00:70:91:0a,2020-07-12 00:32:25.715095997,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:32:25.758065224,IoT-Lab,22.7,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:32:26.693630695,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:32:29.445558310,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:32:30.066761017,IoT-Lab,19.700000762939453,76.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:32:33.133304119,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:32:33.178643227,IoT-Lab,26.899999618530273,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:32:34.418041945,IoT-Lab,19.700000762939453,76.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:32:36.821204424,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:32:36.986746311,IoT-Lab,26.899999618530273,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:32:40.508972883,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:32:41.332531691,IoT-Lab,27.0,77.9000015258789
00:0f:00:70:91:0a,2020-07-12 00:32:43.071327209,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:32:44.196170330,IoT-Lab,22.6,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:32:45.673708916,IoT-Lab,27.0,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:32:47.882072687,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:32:47.959167957,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:32:50.016349316,IoT-Lab,27.0,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:32:51.567288876,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:32:51.780895233,IoT-Lab,19.700000762939453,76.30000305175781
1c:bf:ce:15:ec:4d,2020-07-12 00:32:54.359208107,IoT-Lab,27.0,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:32:55.251219988,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:32:58.838186741,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:32:58.937326908,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:32:59.236284733,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:33:02.623669386,IoT-Lab,22.6,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:33:03.578940153,IoT-Lab,27.0,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:33:06.309750795,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:33:07.921545506,IoT-Lab,27.0,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:33:09.966146708,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:33:12.635369778,IoT-Lab,19.700000762939453,76.0
b8:27:eb:bf:9d:51,2020-07-12 00:33:13.668264389,IoT-Lab,22.7,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:33:14.940991640,IoT-Lab,26.899999618530273,77.69999694824219
00:0f:00:70:91:0a,2020-07-12 00:33:16.988108873,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:33:17.347240448,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:33:21.047991276,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:33:22.412753582,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:33:22.491480112,IoT-Lab,26.899999618530273,77.5999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:33:24.735403061,IoT-Lab,22.7,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:33:27.367214918,IoT-Lab,26.899999618530273,77.5999984741211
00:0f:00:70:91:0a,2020-07-12 00:33:28.376956224,IoT-Lab,19.700000762939453,76.0
b8:27:eb:bf:9d:51,2020-07-12 00:33:28.423269510,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:33:32.110670090,IoT-Lab,22.7,51.2
00:0f:00:70:91:0a,2020-07-12 00:33:34.345755577,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:33:35.798134804,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:33:37.595240116,IoT-Lab,26.899999618530273,77.5999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:33:39.485539913,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:33:39.774733305,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:33:41.405365705,IoT-Lab,26.899999618530273,77.5999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:33:43.171229839,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:33:44.131381273,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:33:46.813675404,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:33:46.847838879,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:33:50.532836437,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:33:51.156808376,IoT-Lab,27.0,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:33:52.250617027,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:33:54.218845367,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:33:56.599709272,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:33:57.105744362,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:33:57.905377626,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:34:01.589925051,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:02.028228045,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:34:04.176563501,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:34:05.273334026,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:07.456436872,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:34:08.516912699,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:34:08.957287073,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:34:12.641268015,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:34:12.858969927,IoT-Lab,26.899999618530273,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:34:15.055967569,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:34:16.324611902,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:34:18.804772615,IoT-Lab,26.899999618530273,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:34:19.409720898,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:34:20.010353565,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:34:23.696826696,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:24.295265913,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:34:27.382870913,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:34:30.898969412,IoT-Lab,26.899999618530273,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:34:31.066826105,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:32.413990736,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:34:34.705365658,IoT-Lab,26.899999618530273,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:34:34.751378298,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:36.230524302,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:34:38.435310841,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:40.584764481,IoT-Lab,19.600000381469727,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:34:42.118690491,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:34:42.253641605,IoT-Lab,1.2999999523162842,78.19999694824219
00:0f:00:70:91:0a,2020-07-12 00:34:45.478437424,IoT-Lab,19.700000762939453,76.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:34:45.803264856,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:49.294223070,IoT-Lab,19.700000762939453,76.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:34:49.488513947,IoT-Lab,22.7,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:34:49.812857628,IoT-Lab,26.899999618530273,78.0
b8:27:eb:bf:9d:51,2020-07-12 00:34:53.149046898,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:34:54.691238403,IoT-Lab,26.899999618530273,78.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:34:56.836354494,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:34:57.406595230,IoT-Lab,19.700000762939453,76.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:35:00.519717693,IoT-Lab,22.7,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:35:02.780363083,IoT-Lab,26.899999618530273,78.19999694824219
00:0f:00:70:91:0a,2020-07-12 00:35:03.369425058,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:04.205922604,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:35:07.120718002,IoT-Lab,26.899999618530273,78.0999984741211
00:0f:00:70:91:0a,2020-07-12 00:35:07.728942156,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:07.892087698,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:35:11.578560591,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:35:13.159929037,IoT-Lab,19.700000762939453,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:35:13.600445986,IoT-Lab,26.899999618530273,78.0
b8:27:eb:bf:9d:51,2020-07-12 00:35:15.262062073,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:35:16.975776911,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:18.946292639,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:35:22.225874901,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:35:22.631213903,IoT-Lab,22.7,51.2
00:0f:00:70:91:0a,2020-07-12 00:35:25.627149582,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:26.316840410,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:35:26.568221569,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:35:30.003000021,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:35:31.449149847,IoT-Lab,27.0,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:35:33.686638117,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:35:33.744354725,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:35:35.257349491,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:35:37.370622396,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:35:41.055827141,IoT-Lab,22.7,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:35:41.206061602,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:44.741956711,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:35:46.617582560,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:48.428630352,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:35:49.650877237,IoT-Lab,19.700000762939453,75.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:35:52.114548683,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:35:55.800572395,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:35:56.316647291,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:35:59.486598969,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:01.792728901,IoT-Lab,19.700000762939453,75.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:36:03.159886599,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:36:03.385708570,IoT-Lab,26.899999618530273,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:36:06.842718363,IoT-Lab,22.7,51.2
00:0f:00:70:91:0a,2020-07-12 00:36:09.415437698,IoT-Lab,19.700000762939453,75.9000015258789
1c:bf:ce:15:ec:4d,2020-07-12 00:36:09.868393898,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:36:10.528779507,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:36:14.212915897,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:17.558278084,IoT-Lab,19.799999237060547,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:36:17.898983717,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:36:21.584912062,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:21.908763647,IoT-Lab,19.799999237060547,76.19999694824219
1c:bf:ce:15:ec:4d,2020-07-12 00:36:22.497664690,IoT-Lab,26.899999618530273,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:36:25.270210028,IoT-Lab,22.7,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:27.331077814,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:36:27.911132574,IoT-Lab,26.899999618530273,78.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:36:28.956278086,IoT-Lab,22.6,51.1
b8:27:eb:bf:9d:51,2020-07-12 00:36:32.642251968,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:32.750172377,IoT-Lab,19.700000762939453,76.0999984741211
1c:bf:ce:15:ec:4d,2020-07-12 00:36:35.999856949,IoT-Lab,26.899999618530273,78.30000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:36:36.328186989,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:38.193525076,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:36:40.006907940,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:36:40.878838778,IoT-Lab,26.899999618530273,78.5999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:36:43.692245245,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:36:44.686726093,IoT-Lab,27.0,78.5999984741211
00:0f:00:70:91:0a,2020-07-12 00:36:45.785039425,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:36:47.378556490,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:36:50.096869230,IoT-Lab,26.899999618530273,78.5999984741211
00:0f:00:70:91:0a,2020-07-12 00:36:50.136554003,IoT-Lab,19.700000762939453,76.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:36:51.064747572,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:54.498818159,IoT-Lab,19.799999237060547,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:36:54.748696804,IoT-Lab,22.6,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:36:58.199795485,IoT-Lab,26.899999618530273,78.0999984741211
b8:27:eb:bf:9d:51,2020-07-12 00:36:58.681898832,IoT-Lab,22.6,51.1
00:0f:00:70:91:0a,2020-07-12 00:36:58.850282907,IoT-Lab,19.700000762939453,76.19999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:37:02.369109154,IoT-Lab,22.6,51.1
